student_answer,teacher_answer,label,index
Stem.,The cotyledon provides food for the plant to begin growing.,0,21
The baby plant.,The embryo contains the tiny leaves and root of the plant.,1,88
Grows into plant.,The embryo contains the tiny leaves and root of the plant.,1,88
Germinates.,The embryo contains the tiny leaves and root of the plant.,0,88
The embryo is the root or stem.,The embryo contains the tiny leaves and root of the plant.,0,88
Baby plant.,The embryo contains the tiny leaves and root of the plant.,1,88
Baby plant.,The embryo contains the tiny leaves and root of the plant.,1,88
It is the baby plant.,The embryo contains the tiny leaves and root of the plant.,1,88
Baby plant.,The embryo contains the tiny leaves and root of the plant.,1,88
The seed.,The embryo contains the tiny leaves and root of the plant.,0,88
The roots are.,The embryo contains the tiny leaves and root of the plant.,0,88
Leaves and roots.,The embryo contains the tiny leaves and root of the plant.,1,88
A plant.,The embryo contains the tiny leaves and root of the plant.,1,88
The small leaves and roots.,The embryo contains the tiny leaves and root of the plant.,1,88
It betakes the pea.,The embryo contains the tiny leaves and root of the plant.,0,88
The embryo is the part of the plant that grows.,The embryo contains the tiny leaves and root of the plant.,1,88
It helps the baby to eat food.,The embryo contains the tiny leaves and root of the plant.,0,88
The part that grows into a plant.,The embryo contains the tiny leaves and root of the plant.,1,88
"The part that grows a leaf, stem.",The embryo contains the tiny leaves and root of the plant.,0,88
Grows into a plant.,The embryo contains the tiny leaves and root of the plant.,1,88
Embryo grows the leaves.,The embryo contains the tiny leaves and root of the plant.,0,88
Stem and leaf and baby.,The embryo contains the tiny leaves and root of the plant.,0,88
"The leave, stem, and spout.",The embryo contains the tiny leaves and root of the plant.,0,88
Stem.,The embryo contains the tiny leaves and root of the plant.,0,88
"Helps root, leaves, and stem.",The embryo contains the tiny leaves and root of the plant.,0,88
"Leaves, stem.",The embryo contains the tiny leaves and root of the plant.,0,88
It is the baby seed.,The embryo contains the tiny leaves and root of the plant.,1,88
Baby plant.,The embryo contains the tiny leaves and root of the plant.,1,88
"The whale structure includes the root, stem, and leaves.",The embryo contains the tiny leaves and root of the plant.,1,88
The sack of food for the seed.,The embryo contains the tiny leaves and root of the plant.,0,88
The root and stem of a plant.,The embryo contains the tiny leaves and root of the plant.,0,88
Part of a seed that grows into a plant.,The embryo contains the tiny leaves and root of the plant.,1,88
"Where leaves, roots or a stem grows.",The embryo contains the tiny leaves and root of the plant.,1,88
"The embryo is the part that grows into the roots, stems, and leaves.",The embryo contains the tiny leaves and root of the plant.,1,88
